2017-11-26 16:58:30.135592|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, :::9987
2017-11-26 19:02:31.105559|INFO    |VirtualServer |1  |permission 'i_channel_subscribe_power'(id:138) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.105729|INFO    |VirtualServer |1  |permission 'i_client_private_textmessage_power'(id:214) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.105910|INFO    |VirtualServer |1  |permission 'b_client_channel_textmessage_send'(id:217) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.106085|INFO    |VirtualServer |1  |permission 'b_client_offline_textmessage_send'(id:218) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.106239|INFO    |VirtualServer |1  |permission 'i_ft_file_delete_power'(id:237) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.106391|INFO    |VirtualServer |1  |permission 'i_ft_file_rename_power'(id:239) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.106540|INFO    |VirtualServer |1  |permission 'i_ft_directory_create_power'(id:243) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.106742|INFO    |VirtualServer |1  |permission 'i_ft_file_upload_power'(id:233) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.106922|INFO    |VirtualServer |1  |permission 'i_ft_quota_mb_upload_per_client'(id:246) with values (value:-1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.107086|INFO    |VirtualServer |1  |permission 'i_ft_file_download_power'(id:235) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.107240|INFO    |VirtualServer |1  |permission 'i_ft_quota_mb_download_per_client'(id:245) with values (value:-1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:02:31.107382|INFO    |VirtualServer |1  |permission 'i_ft_file_browse_power'(id:241) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.759635|INFO    |VirtualServer |1  |permission 'b_client_set_flag_talker'(id:223) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.760053|INFO    |VirtualServer |1  |permission 'i_client_move_power'(id:202) with values (value:60, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.760509|INFO    |VirtualServer |1  |permission 'i_client_kick_from_channel_power'(id:198) with values (value:60, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.760842|INFO    |VirtualServer |1  |permission 'i_client_ban_power'(id:200) with values (value:60, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.761277|INFO    |VirtualServer |1  |permission 'b_client_ban_list'(id:209) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.761669|INFO    |VirtualServer |1  |permission 'b_client_ban_delete_own'(id:211) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.762640|INFO    |VirtualServer |1  |permission 'i_client_ban_max_bantime'(id:213) with values (value:7200, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.762982|INFO    |VirtualServer |1  |permission 'i_client_kick_from_server_power'(id:196) with values (value:60, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:19.763355|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-26 19:03:27.038427|INFO    |VirtualServer |1  |client (id:10) was added to servergroup 'Enzooo'(id:17) by client 'MsMoGr'(id:8)
2017-11-26 19:04:30.200620|INFO    |VirtualServer |1  |client (id:10) was removed from servergroup 'Normal'(id:7) by client 'loulediable'(id:2)
2017-11-26 19:04:59.715715|INFO    |VirtualServer |1  |servergroup 'Dégage !'(id:16) was copied by 'loulediable'(id:2) to 'Enzooo'(id:17)
2017-11-26 19:06:34.150777|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-690535777) was added by 'MsMoGr'(id:8) to channel 'En amoureux'(id:4)
2017-11-26 19:36:30.593025|INFO    |VirtualServer |1  |servergroup 'La Banane cougare'(id:13) was renamed to 'v' by 'loulediable'(id:2)
2017-11-26 19:36:33.211958|INFO    |VirtualServer |1  |servergroup 'v'(id:13) was renamed to '卍' by 'loulediable'(id:2)
2017-11-26 19:36:39.968459|INFO    |VirtualServer |1  |servergroup '卍'(id:13) was renamed to ' 卍 ' by 'loulediable'(id:2)
2017-11-26 19:37:02.190061|INFO    |VirtualServer |1  |servergroup ' 卍 '(id:13) was renamed to '❄' by 'MsMoGr'(id:8)
2017-11-26 19:37:17.492519|INFO    |VirtualServer |1  |servergroup 'Roux'(id:9) was renamed to '☪' by 'loulediable'(id:2)
2017-11-26 19:37:25.526115|INFO    |VirtualServer |1  |servergroup '❄'(id:13) was renamed to 'QueenMs' by 'MsMoGr'(id:8)
2017-11-26 19:38:13.662143|INFO    |VirtualServer |1  |servergroup '☪'(id:9) was renamed to 'Roux' by 'loulediable'(id:2)
2017-11-26 19:38:13.894388|INFO    |VirtualServer |1  |servergroup '♪'(id:18) was added by 'MsMoGr'(id:8)
2017-11-26 19:38:14.042996|INFO    |VirtualServer |1  |permission 'i_group_auto_update_type'(id:146) with values (value:30, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.043336|INFO    |VirtualServer |1  |permission 'b_virtualserver_token_use'(id:38) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.043596|INFO    |VirtualServer |1  |permission 'i_client_poke_power'(id:221) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.043848|INFO    |VirtualServer |1  |permission 'i_client_max_clones_uid'(id:173) with values (value:2, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.044096|INFO    |VirtualServer |1  |permission 'b_client_permissionoverview_view'(id:190) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.044449|INFO    |VirtualServer |1  |permission 'b_client_permissionoverview_own'(id:191) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.044682|INFO    |VirtualServer |1  |permission 'i_client_needed_serverquery_view_power'(id:194) with values (value:75, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.045023|INFO    |VirtualServer |1  |permission 'i_client_needed_complain_power'(id:205) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.045587|INFO    |VirtualServer |1  |permission 'b_channel_join_permanent'(id:131) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.045835|INFO    |VirtualServer |1  |permission 'b_channel_join_semi_permanent'(id:132) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.046093|INFO    |VirtualServer |1  |permission 'b_channel_join_temporary'(id:133) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.046319|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.046513|INFO    |VirtualServer |1  |permission 'i_channel_description_view_power'(id:140) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.046731|INFO    |VirtualServer |1  |permission 'i_client_needed_ban_power'(id:201) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.046970|INFO    |VirtualServer |1  |permission 'i_client_needed_kick_from_server_power'(id:197) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.047232|INFO    |VirtualServer |1  |permission 'i_client_needed_kick_from_channel_power'(id:199) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.050830|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:60, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.052159|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:60, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.052393|INFO    |VirtualServer |1  |permission 'b_virtualserver_connectioninfo_view'(id:24) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.052600|INFO    |VirtualServer |1  |permission 'i_channel_modify_power'(id:121) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.052807|INFO    |VirtualServer |1  |permission 'i_client_needed_move_power'(id:203) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.053072|INFO    |VirtualServer |1  |permission 'b_channel_create_child'(id:82) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.053308|INFO    |VirtualServer |1  |permission 'b_channel_create_semi_permanent'(id:84) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.053615|INFO    |VirtualServer |1  |permission 'b_channel_create_temporary'(id:85) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.053881|INFO    |VirtualServer |1  |permission 'b_channel_create_with_topic'(id:87) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.054127|INFO    |VirtualServer |1  |permission 'b_channel_create_with_description'(id:88) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.054343|INFO    |VirtualServer |1  |permission 'b_channel_create_with_password'(id:89) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.054594|INFO    |VirtualServer |1  |permission 'b_channel_create_modify_with_codec_speex8'(id:90) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.054810|INFO    |VirtualServer |1  |permission 'b_channel_create_modify_with_codec_speex16'(id:91) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.055005|INFO    |VirtualServer |1  |permission 'b_channel_create_modify_with_codec_speex32'(id:92) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.055239|INFO    |VirtualServer |1  |permission 'i_channel_create_modify_with_codec_latency_factor_min'(id:97) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.055435|INFO    |VirtualServer |1  |permission 'b_channel_create_with_maxclients'(id:98) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.055636|INFO    |VirtualServer |1  |permission 'b_channel_create_with_maxfamilyclients'(id:99) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.055836|INFO    |VirtualServer |1  |permission 'b_channel_create_with_needed_talk_power'(id:102) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.056061|INFO    |VirtualServer |1  |permission 'i_channel_create_modify_with_codec_maxquality'(id:96) with values (value:7, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.056298|INFO    |VirtualServer |1  |permission 'i_channel_max_depth'(id:77) with values (value:5, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.056506|INFO    |VirtualServer |1  |permission 'i_channel_delete_power'(id:129) with values (value:60, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.056701|INFO    |VirtualServer |1  |permission 'b_channel_delete_semi_permanent'(id:126) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.056910|INFO    |VirtualServer |1  |permission 'b_channel_delete_temporary'(id:127) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.057112|INFO    |VirtualServer |1  |permission 'b_channel_delete_flag_force'(id:128) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.057343|INFO    |VirtualServer |1  |permission 'i_client_max_avatar_filesize'(id:175) with values (value:200000, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.057550|INFO    |VirtualServer |1  |permission 'i_client_max_channel_subscriptions'(id:176) with values (value:-1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.057751|INFO    |VirtualServer |1  |permission 'i_channel_subscribe_power'(id:138) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.057938|INFO    |VirtualServer |1  |permission 'i_client_private_textmessage_power'(id:214) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.058158|INFO    |VirtualServer |1  |permission 'b_client_channel_textmessage_send'(id:217) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.058373|INFO    |VirtualServer |1  |permission 'b_client_offline_textmessage_send'(id:218) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.058575|INFO    |VirtualServer |1  |permission 'i_ft_file_delete_power'(id:237) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.058798|INFO    |VirtualServer |1  |permission 'i_ft_file_rename_power'(id:239) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.058992|INFO    |VirtualServer |1  |permission 'i_ft_directory_create_power'(id:243) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.059179|INFO    |VirtualServer |1  |permission 'i_ft_file_upload_power'(id:233) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.059446|INFO    |VirtualServer |1  |permission 'i_ft_quota_mb_upload_per_client'(id:246) with values (value:-1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.059649|INFO    |VirtualServer |1  |permission 'i_ft_file_download_power'(id:235) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.059839|INFO    |VirtualServer |1  |permission 'i_ft_quota_mb_download_per_client'(id:245) with values (value:-1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:14.060030|INFO    |VirtualServer |1  |permission 'i_ft_file_browse_power'(id:241) with values (value:50, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:38:31.120447|INFO    |VirtualServer |1  |client (id:9) was added to servergroup '♪'(id:18) by client 'MsMoGr'(id:8)
2017-11-26 19:39:30.593719|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup '♪'(id:18)
2017-11-26 19:55:04.527142|INFO    |PktHandler    |1  |Dropping client 1 because of ping timeout 19 0 0
2017-11-26 20:38:26.957223|INFO    |VirtualServer |1  |servergroup 'Madame'(id:11) was renamed to 'E-Girl' by 'loulediable'(id:2)
2017-11-26 20:39:27.481958|INFO    |VirtualServer |1  |servergroup 'E-Girl'(id:11) was renamed to 'SnoIsse' by 'MsMoGr'(id:8)
2017-11-26 20:58:51.246703|INFO    |PktHandler    |1  |Dropping client 7 because of ping timeout 19 0 0
2017-11-26 21:30:37.784418|INFO    |PktHandler    |1  |Dropping client 11 because of ping timeout 19 0 0
2017-11-27 13:04:06.093016|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-2120309247) was added by 'MsMoGr'(id:8) to channel '★】Discussion détente 【★'(id:3)
2017-11-27 13:06:35.666142|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:169051531) was added by 'MsMoGr'(id:8) to channel 'Salon Du Père Noël'(id:6)
2017-11-27 13:16:12.491308|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1298024303) was added by 'MsMoGr'(id:8) to channel 'AFK'(id:7)
2017-11-27 13:22:59.472150|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-690535777) was added by 'MsMoGr'(id:8) to channel '[spacer0]Amoureux'(id:8)
2017-11-27 13:26:45.855135|INFO    |VirtualServer |1  |client (id:12) was added to servergroup 'Mamie'(id:12) by client 'loulediable'(id:2)
2017-11-27 16:28:47.594149|INFO    |PktHandler    |1  |Dropping client 4 because of ping timeout 19 0 0
2017-11-27 16:59:54.396447|INFO    |VirtualServer |1  |servergroup 'Roux'(id:9) was renamed to 'RouxLou' by 'MsMoGr'(id:8)
2017-11-27 17:01:05.748390|INFO    |VirtualServer |1  |servergroup 'RouxLou'(id:9) was renamed to 'Roux' by 'loulediable'(id:2)
2017-11-27 18:23:48.989304|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Drizox'(id:9)
2017-11-27 18:23:48.996222|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Drizox'(id:9)
2017-11-27 18:23:49.001351|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Drizox'(id:9)
2017-11-27 18:23:49.005234|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Drizox'(id:9)
2017-11-27 18:24:24.845357|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux ShiniOz'(id:10)
2017-11-27 18:24:24.846478|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux ShiniOz'(id:10)
2017-11-27 18:24:24.847623|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux ShiniOz'(id:10)
2017-11-27 18:24:24.850696|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux ShiniOz'(id:10)
2017-11-27 18:51:25.077407|INFO    |VirtualServer |1  |client (id:14) was added to servergroup '♪'(id:18) by client 'MsMoGr'(id:8)
2017-11-27 19:00:32.169743|INFO    |VirtualServer |1  |servergroup 'Enzooo'(id:17) was copied by 'loulediable'(id:2) to 'Psychologue'(id:19)
2017-11-27 19:00:39.945031|INFO    |VirtualServer |1  |client (id:14) was removed from servergroup '♪'(id:18) by client 'loulediable'(id:2)
2017-11-27 19:00:40.184763|INFO    |VirtualServer |1  |client (id:14) was added to servergroup 'Psychologue'(id:19) by client 'loulediable'(id:2)
2017-11-27 19:34:01.035010|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-674167645, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Roux'(id:9)
2017-11-27 19:34:11.670926|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-690535777, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'N'amour'(id:10)
2017-11-27 19:34:41.700843|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1929652695, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'SnoIsse'(id:11)
2017-11-27 19:35:03.469106|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-2120309247, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'QueenMs'(id:13)
2017-11-27 19:35:19.467018|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-335234323, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'QueenMs'(id:13)
2017-11-27 19:35:43.507061|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1298024303, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Drogué'(id:14)
2017-11-27 19:36:52.115002|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:816278798, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Enzooo'(id:17)
2017-11-27 19:37:20.700502|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-299721753, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Mamie'(id:12)
2017-11-27 19:39:08.838993|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1298024303, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Dégage !'(id:16)
2017-11-27 19:39:17.621939|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:685319600, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Mamie'(id:12)
2017-11-27 19:39:23.414301|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:117301946, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Roux'(id:9)
2017-11-27 19:39:27.844516|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1141655189, negated:0, skipchannel:0) was added by 'MsMoGr'(id:8) to servergroup 'Drogué'(id:14)
2017-11-27 20:52:54.744033|INFO    |VirtualServer |1  |client (id:8) was removed from servergroup 'All-Perm's'(id:6) by client 'loulediable'(id:2)
2017-11-27 21:30:38.693303|INFO    |PktHandler    |1  |Dropping client 8 because of ping timeout 19 0 0
2017-11-27 22:28:07.684946|INFO    |PktHandler    |1  |Dropping client 15 because of ping timeout 19 0 0
2017-11-28 12:14:03.555838|INFO    |PktHandler    |1  |Dropping client 3 because of ping timeout 19 0 0
2017-11-28 12:52:40.545467|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:141) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Loulediable'(id:13)
2017-11-28 12:52:40.546668|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Loulediable'(id:13)
2017-11-28 12:52:40.547502|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Loulediable'(id:13)
2017-11-28 12:52:40.549229|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:139) with values (value:75) was added by 'loulediable'(id:2) to channel 'Buroux Loulediable'(id:13)
2017-11-28 21:55:11.733305|INFO    |PktHandler    |1  |Dropping client 1 because of ping timeout 19 0 0
2017-11-28 21:59:22.080714|INFO    |PktHandler    |1  |Dropping client 3 because of ping timeout 19 0 0
2017-11-28 22:13:43.264139|INFO    |PktHandler    |1  |Dropping client 5 because of ping timeout 19 0 0
2017-11-29 13:09:02.030476|INFO    |VirtualServer |1  |client 'serveradmin from 82.226.141.70:51047'(id:1) added privilege key for servergroup 'Admin Server Query'(id:2)
2017-11-29 13:09:34.192899|INFO    |VirtualServer |1  |client (id:2) was added to servergroup 'Admin Server Query'(id:2) by client 'server'(id:0)
2017-11-29 13:09:34.199337|INFO    |VirtualServer |1  |client 'loulediable'(id:2) used privilege key 'JDxmnQj4pOeojltszTd1b6DG3QuOMABdBsT9B1zm' and was added to servergroup 'Admin Server Query'(id:2)
2017-11-29 13:10:25.794076|INFO    |VirtualServer |1  |permission 'i_needed_modify_power_channel_create_modify_with_codec_opusmusic'(id:32863) with values (value:1000, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Admin Server Query'(id:2)
2017-11-29 13:10:29.231779|INFO    |VirtualServer |1  |permission 'i_needed_modify_power_channel_create_modify_with_codec_opusmusic'(id:32863) with values (value:100, negated:0, skipchannel:0) was added by 'loulediable'(id:2) to servergroup 'Admin Server Query'(id:2)
2017-11-29 13:11:21.608560|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) was deleted by 'loulediable'(id:2) from servergroup 'Server Admin'(id:3)
2017-11-29 13:12:02.210401|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) was deleted by 'loulediable'(id:2) from servergroup 'Admin Server Query'(id:2)
2017-11-29 13:12:39.708985|INFO    |VirtualServer |1  |servergroup '---- Grade FortLeRoux ----'(id:20) was added by 'loulediable'(id:2)
2017-11-29 13:12:48.669010|INFO    |VirtualServer |1  |servergroup '---- Grade FortLeRoux ----'(id:20) was renamed to '---- Grade Fort Le Roux ----' by 'loulediable'(id:2)
